,_CASE_KEY,Variant,Customer_ID,Revenue,Costs,Pizza Type,Pizza Size,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type,Customer_Location,Customer_Type,SORTING,EVENTTIME,ACTIVITY_EN,Automation
6339,1398,1,279,6,29,Funghi,Small,5,Ingredients,Sunday,13,Feedera SE,Munich District One,Adult,Munich District Two,Student,11131,2018-05-21 19:56:55,Baking pizza ready,A
6340,1398,1,279,6,29,Funghi,Small,5,Ingredients,Sunday,13,Feedera SE,Munich District One,Adult,Munich District Two,Student,11132,2018-05-21 19:59:55,Plan route,B
6341,1398,1,279,6,29,Funghi,Small,5,Ingredients,Sunday,13,Feedera SE,Munich District One,Adult,Munich District Two,Student,11133,2018-05-21 20:01:55,Departure pizza,B
6342,1398,1,279,6,29,Funghi,Small,5,Ingredients,Sunday,13,Feedera SE,Munich District One,Adult,Munich District Two,Student,11134,2018-05-21 20:06:55,Pizza arrives at customer,A
6343,1398,1,279,6,29,Funghi,Small,5,Ingredients,Sunday,13,Feedera SE,Munich District One,Adult,Munich District Two,Student,11135,2018-05-21 20:23:55,Payment customer,B
6344,1405,2,279,29,11,Calzone,Large,5,Chef 1,Saturday,13,Deliver Now Holding,Munich District Five,Student,Munich District Two,Student,11169,2018-05-24 15:09:19,Order at the counter (shop),A
6345,1405,2,279,29,11,Calzone,Large,5,Chef 1,Saturday,13,Deliver Now Holding,Munich District Five,Student,Munich District Two,Student,11170,2018-05-24 15:10:19,Start preparing pizza,A
6346,1405,2,279,29,11,Calzone,Large,5,Chef 1,Saturday,13,Deliver Now Holding,Munich District Five,Student,Munich District Two,Student,11171,2018-05-24 15:14:19,Start baking pizza,A
6347,1405,2,279,29,11,Calzone,Large,5,Chef 1,Saturday,13,Deliver Now Holding,Munich District Five,Student,Munich District Two,Student,11172,2018-05-24 15:21:19,Baking pizza ready,A
6348,1405,2,279,29,11,Calzone,Large,5,Chef 1,Saturday,13,Deliver Now Holding,Munich District Five,Student,Munich District Two,Student,11173,2018-05-24 15:22:19,Payment customer,A
6349,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3527,2018-04-18 07:23:39,Start preparing pizza,B
6350,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3528,2018-04-18 07:23:39,Order by phone,A
6351,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3529,2018-04-18 07:25:39,Start baking pizza,A
6352,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3530,2018-04-18 07:35:39,Baking pizza ready,A
6353,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3531,2018-04-18 07:44:39,Start preparing pizza,A
6354,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3532,2018-04-18 07:48:39,Start baking pizza,A
6355,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3533,2018-04-18 07:51:39,Baking pizza ready,B
6356,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3534,2018-04-18 07:51:39,Plan route,A
6357,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3535,2018-04-18 07:52:39,Departure pizza,A
6358,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3536,2018-04-18 07:57:39,Pizza arrives at customer,A
6359,436,3,279,34,33,Magherita,Small,0,Chef 1,Saturday,19,Feedera SE,Munich District Five,Teenager,Munich District Two,Student,3537,2018-04-18 08:21:39,Payment customer,A
6360,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4445,2018-01-29 18:38:13,Start preparing pizza,A
6361,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4446,2018-01-29 18:38:13,Order by phone,A
6362,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4447,2018-01-29 18:42:13,Start baking pizza,A
6363,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4448,2018-01-29 18:52:13,Baking pizza ready,B
6364,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4449,2018-01-29 18:57:13,Plan route,A
6365,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4450,2018-01-29 19:02:13,Departure pizza,A
6366,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4451,2018-01-29 19:10:13,Pizza arrives at customer,A
6367,553,1,202,49,7,Calzone,Small,1,Delivery Scooters ,Sunday,12,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,4452,2018-01-29 19:33:13,Payment customer,A
6368,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11029,2018-05-26 23:06:31,Order by phone,A
6369,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11030,2018-05-26 23:06:31,Start preparing pizza,A
6370,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11031,2018-05-26 23:13:31,Start baking pizza,B
6371,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11032,2018-05-26 23:18:31,Baking pizza ready,A
6372,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11033,2018-05-26 23:22:31,Plan route,A
6373,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11034,2018-05-26 23:25:31,Departure pizza,A
6374,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11035,2018-05-26 23:31:31,Pizza arrives at customer,B
6375,1384,1,202,21,16,Funghi,Medium,4,Chef 1,Sunday,18,Feedera SE,Munich District One,Student,Munich District One,Teenager,11036,2018-05-27 00:02:31,Payment customer,B
6376,1957,2,202,5,11,Salami,Medium,4,Phone Bill,Saturday,13,Deliver Now Holding,Munich District Three,Teenager,Munich District One,Teenager,15475,2018-04-24 07:50:57,Order at the counter (shop),B
6377,1957,2,202,5,11,Salami,Medium,4,Phone Bill,Saturday,13,Deliver Now Holding,Munich District Three,Teenager,Munich District One,Teenager,15476,2018-04-24 07:50:57,Start preparing pizza,B
6378,1957,2,202,5,11,Salami,Medium,4,Phone Bill,Saturday,13,Deliver Now Holding,Munich District Three,Teenager,Munich District One,Teenager,15477,2018-04-24 07:53:57,Start baking pizza,A
6379,1957,2,202,5,11,Salami,Medium,4,Phone Bill,Saturday,13,Deliver Now Holding,Munich District Three,Teenager,Munich District One,Teenager,15478,2018-04-24 08:02:57,Payment customer,A
6380,1957,2,202,5,11,Salami,Medium,4,Phone Bill,Saturday,13,Deliver Now Holding,Munich District Three,Teenager,Munich District One,Teenager,15479,2018-04-24 08:02:57,Baking pizza ready,A
6381,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10074,2018-03-03 20:39:55,Order by phone,A
6382,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10075,2018-03-03 20:40:55,Start preparing pizza,B
6383,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10076,2018-03-03 20:44:55,Start baking pizza,A
6384,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10077,2018-03-03 20:50:55,Baking pizza ready,B
6385,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10078,2018-03-03 20:55:55,Start preparing pizza,A
6386,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10079,2018-03-03 21:00:55,Start baking pizza,A
6387,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10080,2018-03-03 21:07:55,Baking pizza ready,A
6388,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10081,2018-03-03 21:10:55,Plan route,A
6389,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10082,2018-03-03 21:15:55,Departure pizza,B
6390,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10083,2018-03-03 21:22:55,Pizza arrives at customer,A
6391,1266,3,202,53,9,Magherita,Medium,2,Delivery Scooters ,Saturday,18,BestOrder Inc.,Munich District One,Student,Munich District One,Teenager,10084,2018-03-03 21:47:55,Payment customer,B
6392,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12404,2018-09-01 22:54:57,Order by phone,A
6393,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12405,2018-09-01 22:56:57,Start preparing pizza,A
6394,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12406,2018-09-01 22:58:57,Start baking pizza,B
6395,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12407,2018-09-01 22:59:57,Baking pizza ready,A
6396,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12408,2018-09-01 23:02:57,Start preparing pizza,A
6397,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12409,2018-09-01 23:07:57,Start baking pizza,A
6398,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12410,2018-09-01 23:10:57,Baking pizza ready,A
6399,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12411,2018-09-01 23:16:57,Plan route,A
6400,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12412,2018-09-01 23:18:57,Departure pizza,A
6401,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12413,2018-09-01 23:24:57,Pizza arrives at customer,A
6402,1564,3,202,8,22,Funghi,Medium,0,Chef 2,Friday,17,Deliver Now Holding,Munich District Three,Adult,Munich District One,Teenager,12414,2018-09-01 23:34:57,Payment customer,A
6403,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13775,2018-03-09 20:48:23,Order by phone,B
6404,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13776,2018-03-09 20:49:23,Start preparing pizza,A
6405,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13777,2018-03-09 20:56:23,Start preparing pizza,A
6406,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13778,2018-03-09 20:56:23,Call Customer,A
6407,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13779,2018-03-09 21:02:23,Start baking pizza,A
6408,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13780,2018-03-09 21:02:23,Baking pizza ready,A
6409,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13781,2018-03-09 21:03:23,Plan route,A
6410,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13782,2018-03-09 21:04:23,Departure pizza,B
6411,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13783,2018-03-09 21:05:23,Pizza arrives at customer,A
6412,1739,4,202,11,8,Magherita,Small,1,Chef 2,Saturday,18,BestOrder Inc.,Munich District Four,Student,Munich District One,Teenager,13784,2018-03-09 21:23:23,Payment customer,B
6413,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10838,2018-08-06 00:56:18,Start order website,A
6414,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10839,2018-08-06 00:59:18,Approve order website,A
6415,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10840,2018-08-06 01:00:18,Receive order website,A
6416,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10841,2018-08-06 01:07:18,Call Customer,A
6417,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10842,2018-08-06 01:07:18,Start preparing pizza,A
6418,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10843,2018-08-06 01:12:18,Start baking pizza,A
6419,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10844,2018-08-06 01:19:18,Baking pizza ready,B
6420,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10845,2018-08-06 01:21:18,Plan route,A
6421,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10846,2018-08-06 01:26:18,Departure pizza,A
6422,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10847,2018-08-06 01:33:18,Pizza arrives at customer,A
6423,1361,6,202,11,39,Salami,Medium,4,Chef 2,Sunday,18,Feedera SE,Munich District Two,Student,Munich District One,Teenager,10848,2018-08-06 01:42:18,Payment customer,A
6424,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3090,2018-02-26 11:58:14,Start order website,A
6425,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3091,2018-02-26 12:07:14,Approve order website,B
6426,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3092,2018-02-26 12:08:14,Receive order website,A
6427,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3093,2018-02-26 12:17:14,Call Customer,A
6428,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3094,2018-02-26 12:18:14,Start preparing pizza,A
6429,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3095,2018-02-26 12:21:14,Start baking pizza,A
6430,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3096,2018-02-26 12:25:14,Baking pizza ready,A
6431,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3097,2018-02-26 12:27:14,Plan route,B
6432,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3098,2018-02-26 12:28:14,Departure pizza,A
6433,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3099,2018-02-26 12:34:14,Pizza arrives at customer,A
6434,382,6,202,22,1,Calzone,Small,0,Chef 2,Saturday,19,Feedera SE,Munich District One,Adult,Munich District One,Teenager,3100,2018-02-26 12:47:14,Payment customer,B
6435,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12709,2018-05-12 03:05:09,Start order website,A
6436,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12710,2018-05-12 03:09:09,Approve order website,B
6437,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12711,2018-05-12 03:10:09,Receive order website,A
6438,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12712,2018-05-12 03:10:09,Call Customer,A
6439,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12713,2018-05-12 03:11:09,Start preparing pizza,A
6440,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12714,2018-05-12 03:17:09,Start baking pizza,A
6441,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12715,2018-05-12 03:25:09,Baking pizza ready,A
6442,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12716,2018-05-12 03:27:09,Plan route,A
6443,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12717,2018-05-12 03:31:09,Departure pizza,A
6444,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12718,2018-05-12 03:35:09,Pizza arrives at customer,B
6445,1602,6,202,18,8,Calzone,Small,1,Chef 2,Thursday,21,Deliver Now Holding,Munich District Two,Teenager,Munich District One,Teenager,12719,2018-05-12 03:39:09,Payment customer,A
6446,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13229,2018-03-08 18:50:45,Start order website,A
6447,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13230,2018-03-08 18:58:45,Approve order website,A
6448,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13231,2018-03-08 18:59:45,Receive order website,A
6449,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13232,2018-03-08 19:02:45,Start preparing pizza,A
6450,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13233,2018-03-08 19:03:45,Start baking pizza,A
6451,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13234,2018-03-08 19:03:45,Start preparing pizza,B
6452,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13235,2018-03-08 19:04:45,Start baking pizza,A
6453,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13236,2018-03-08 19:16:45,Baking pizza ready,A
6454,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13237,2018-03-08 19:16:45,Plan route,B
6455,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13238,2018-03-08 19:18:45,Departure pizza,A
6456,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13239,2018-03-08 19:21:45,Pizza arrives at customer,A
6457,1667,7,202,32,13,Salami,Large,1,Chef 2,Sunday,19,Feedera SE,Munich District One,Student,Munich District One,Teenager,13240,2018-03-08 19:39:45,Payment customer,A
6458,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11869,2018-03-03 04:32:44,Start order website,B
6459,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11870,2018-03-03 04:44:44,Approve order website,A
6460,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11871,2018-03-03 04:45:44,Receive order website,A
6461,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11872,2018-03-03 04:49:44,Start preparing pizza,A
6462,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11873,2018-03-03 04:51:44,Start baking pizza,B
6463,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11874,2018-03-03 04:53:44,Start preparing pizza,A
6464,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11875,2018-03-03 05:00:44,Start baking pizza,A
6465,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11876,2018-03-03 05:11:44,Baking pizza ready,B
6466,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11877,2018-03-03 05:12:44,Plan route,A
6467,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11878,2018-03-03 05:13:44,Departure pizza,A
6468,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11879,2018-03-03 05:18:44,Pizza arrives at customer,A
6469,1498,7,202,24,10,Veggie,Small,3,Ingredients,Saturday,18,Feedera SE,Munich District Five,Teenager,Munich District One,Teenager,11880,2018-03-03 05:39:44,Payment customer,A
6470,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14410,2018-02-23 08:31:06,Start order website,A
6471,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14411,2018-02-23 08:33:06,Approve order website,A
6472,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14412,2018-02-23 08:33:06,Receive order website,A
6473,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14413,2018-02-23 08:33:06,Payment via credit card,A
6474,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14414,2018-02-23 08:36:06,Call Customer,A
6475,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14415,2018-02-23 08:38:06,Start preparing pizza,B
6476,1819,9,202,10,10,Salami,Small,3,Delivery Scooters ,Monday,13,Deliveruu Inc.,Munich District One,Student,Munich District One,Teenager,14416,2018-02-23 08:39:06,Start baking pizza,B
6477,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4518,2018-03-22 21:09:10,Order by phone,A
6478,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4519,2018-03-22 21:12:10,Start preparing pizza,A
6479,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4520,2018-03-22 21:16:10,Start baking pizza,A
6480,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4521,2018-03-22 21:19:10,Baking pizza ready,B
6481,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4522,2018-03-22 21:20:10,Plan route,A
6482,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4523,2018-03-22 21:21:10,Departure pizza,A
6483,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4524,2018-03-22 21:28:10,Pizza arrives at customer,A
6484,563,1,154,30,37,Calzone,Small,5,Delivery Scooters ,Sunday,18,Deliver Now Holding,Munich District Four,Teenager,Munich District Two,Adult,4525,2018-03-22 22:06:10,Payment customer,A
6485,495,2,154,10,3,Speciale,Small,5,Waiter,Sunday,11,Deliveruu Inc.,Munich District One,Student,Munich District Two,Adult,3965,2018-01-21 04:11:54,Order at the counter (shop),A
6486,495,2,154,10,3,Speciale,Small,5,Waiter,Sunday,11,Deliveruu Inc.,Munich District One,Student,Munich District Two,Adult,3966,2018-01-21 04:12:54,Start preparing pizza,A
