,Year-Sem,SECTION,A,B,C,D,F,TOTAL A-F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR,Year-sem
1174,,COURSE TOTAL:,89,0,0,0,0,89.0,4.0,0.0,0.0,0.0,1.0,0.0,90.0,,20211
1178,,COURSE TOTAL:,13,0,0,0,0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,,20211
1190,,COURSE TOTAL:,65,0,0,0,1,66.0,3.9389999999999996,1.0,0.0,0.0,0.0,0.0,67.0,,20211
1194,,COURSE TOTAL:,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,,20211
1198,,COURSE TOTAL:,28,2,0,0,0,30.0,3.9330000000000003,0.0,0.0,0.0,0.0,0.0,30.0,,20211
1202,,COURSE TOTAL:,31,0,0,0,0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,,20211
1208,,COURSE TOTAL:,27,3,0,0,0,30.0,3.9,0.0,0.0,0.0,0.0,0.0,30.0,,20211
1314,,COURSE TOTAL:,361,210,46,8,7,632.0,3.4389999999999996,0.0,0.0,0.0,10.0,0.0,642.0,,20211
1318,,COURSE TOTAL:,42,4,0,0,0,46.0,3.911,0.0,0.0,0.0,2.0,0.0,48.0,,20211
1330,,COURSE TOTAL:,96,4,0,0,2,102.0,3.9,0.0,0.0,0.0,6.0,0.0,108.0,,20211
1336,,COURSE TOTAL:,31,8,1,0,1,41.0,3.658,0.0,0.0,0.0,0.0,0.0,41.0,,20211
1340,,COURSE TOTAL:,23,5,3,0,3,34.0,3.323,2.0,0.0,0.0,0.0,0.0,36.0,,20211
1344,,COURSE TOTAL:,12,17,2,0,0,31.0,3.322,0.0,0.0,0.0,1.0,0.0,32.0,,20211
1348,,COURSE TOTAL:,14,3,0,2,0,19.0,3.5260000000000002,0.0,0.0,0.0,0.0,0.0,19.0,,20211
1358,,COURSE TOTAL:,46,6,0,0.1,3,55,3.672,0.2,0.3,0.4,1,0.5,56,Unnamed: 0,20211
1362,,COURSE TOTAL:,7,3,0,0,0,10.0,3.705,0.0,0.0,0.0,1.0,0.0,11.0,,20211
1378,,COURSE TOTAL:,68,100,43,12,12,235.0,2.8510000000000004,0.0,0.0,0.0,25.0,0.0,260.0,,20211
1384,,COURSE TOTAL:,80,1,0,0,3,84.0,3.8,0.0,0.0,0.0,6.0,0.0,90.0,,20211
1446,,COURSE TOTAL:,300,119,61,23,39,542.0,3.134,7.0,0.0,0.0,173.0,0.0,722.0,,20211
1450,,COURSE TOTAL:,181,9,9,0,4,203.0,3.7880000000000003,0.0,0.0,0.0,6.0,0.0,209.0,,20211
1456,,COURSE TOTAL:,14,30,10,2,2,58.0,2.8960000000000004,0.0,0.0,0.0,10.0,0.0,68.0,,20211
1502,,COURSE TOTAL:,170,157,70,22,8,427.0,3.074,0.0,0.0,0.0,51.0,0.0,478.0,,20211
1512,,COURSE TOTAL:,163,118,50,5,13,349.0,3.1830000000000003,0.0,0.0,0.0,27.0,0.0,376.0,,20211
1544,,COURSE TOTAL:,210,95,39,5,2,351.0,3.4410000000000003,2.0,0.0,0.0,21.0,0.0,374.0,,20211
1568,,COURSE TOTAL:,81,68,24,4,13,190.0,3.052,1.0,0.0,0.0,29.0,0.0,220.0,,20211
1578,,COURSE TOTAL:,138,110,46,13,6,313.0,3.153,0.0,0.0,0.0,75.0,0.0,388.0,,20211
1600,,COURSE TOTAL:,196,29,6,0,0.1,231,3.822,0.2,0.3,0.4,3,0.5,234,Unnamed: 0,20211
1608,,COURSE TOTAL:,16,23,16,4,5,64.0,2.64,1.0,0.0,0.0,9.0,0.0,74.0,,20211
1612,,COURSE TOTAL:,86,2,0,0,0,88.0,3.977,0.0,0.0,0.0,3.0,0.0,91.0,,20211
1620,,COURSE TOTAL:,103,22,14,6,3,148.0,3.4589999999999996,0.0,0.0,0.0,20.0,0.0,168.0,,20211
1628,,COURSE TOTAL:,115,123,21,7,1,267.0,3.2880000000000003,0.0,0.0,0.0,16.0,0.0,283.0,,20211
1632,,COURSE TOTAL:,46,26,11,1,0,84.0,3.392,0.0,0.0,0.0,11.0,0.0,95.0,,20211
1636,,COURSE TOTAL:,44,30,13,0,2,89.0,3.28,0.0,0.0,0.0,7.0,0.0,96.0,,20211
1642,,COURSE TOTAL:,44,12,14,3,3,76.0,3.197,1.0,0.0,0.0,8.0,0.0,85.0,,20211
1652,,COURSE TOTAL:,119,14,2,0,0,135.0,3.866,0.0,0.0,0.0,3.0,0.0,138.0,,20211
1656,,COURSE TOTAL:,9,8,3,0,1,21.0,3.142,0.0,0.0,0.0,4.0,0.0,25.0,,20211
1660,,COURSE TOTAL:,36,14,9,4,3,66.0,3.1510000000000002,0.0,0.0,0.0,9.0,0.0,75.0,,20211
1664,,COURSE TOTAL:,34,5,0,0,1,40.0,3.775,0.0,0.0,0.0,0.0,0.0,40.0,,20211
1670,,COURSE TOTAL:,83,16,0,0,0,99.0,3.838,0.0,0.0,0.0,1.0,0.0,100.0,,20211
1674,,COURSE TOTAL:,17,3,2,1,2,25.0,3.28,0.0,0.0,0.0,4.0,0.0,29.0,,20211
1680,,COURSE TOTAL:,42,22,10,4,2,80.0,3.225,0.0,0.0,0.0,17.0,0.0,97.0,,20211
1686,,COURSE TOTAL:,25,26,2,0,0,53.0,3.4330000000000003,1.0,0.0,0.0,4.0,0.0,58.0,,20211
1692,,COURSE TOTAL:,27,30,7,0,1,65.0,3.261,0.0,0.0,0.0,3.0,0.0,68.0,,20211
1696,,COURSE TOTAL:,16,3,5,3.1,1,28,2.774,0,0.1,0.2,7,0.3,35,Unnamed: 0,20211
1702,,COURSE TOTAL:,77,16,3,0,2,98.0,3.693,0.0,0.0,0.0,1.0,0.0,99.0,,20211
1706,,COURSE TOTAL:,13,1,0,0,0,14.0,3.928,0.0,0.0,0.0,0.0,0.0,14.0,,20211
1710,,COURSE TOTAL:,266,12,2,2,6,288.0,3.84,0.0,0.0,0.0,3.0,0.0,291.0,,20211
1726,,COURSE TOTAL:,170,16,3,0,0,189.0,3.883,0.0,0.0,0.0,0.0,0.0,189.0,,20211
1732,,COURSE TOTAL:,51,6,0,0,0,57.0,3.8939999999999997,0.0,0.0,0.0,0.0,0.0,57.0,,20211
1738,,COURSE TOTAL:,9,3,0,0,0,12.0,3.7689999999999997,0.0,0.0,0.0,0.0,0.0,12.0,,20211
1752,,COURSE TOTAL:,121,22,7,2,3,155.0,3.6510000000000002,1.0,0.0,0.0,6.0,0.0,162.0,,20211
1756,,COURSE TOTAL:,76,15,1,1,0,93.0,3.784,0.0,0.0,0.0,0.0,0.0,93.0,,20211
1760,,COURSE TOTAL:,37,9,1,0,3,50.0,3.54,0.0,0.0,0.0,6.0,0.0,56.0,,20211
1764,,COURSE TOTAL:,6,3,1,0,2,12.0,2.9160000000000004,0.0,0.0,0.0,0.0,0.0,12.0,,20211
1768,,COURSE TOTAL:,5,4,1,0,1,11.0,3.09,0.0,0.0,0.0,1.0,0.0,12.0,,20211
1772,,COURSE TOTAL:,22,1,0,0,2,25.0,3.64,0.0,0.0,0.0,0.0,0.0,25.0,,20211
1776,,COURSE TOTAL:,60,23,0,0,0,83.0,3.722,0.0,0.0,0.0,4.0,0.0,87.0,,20211
1780,,COURSE TOTAL:,40,35,0,1,1,77.0,3.4539999999999997,0.0,0.0,0.0,3.0,0.0,80.0,,20211
1784,,COURSE TOTAL:,35,19,4,0,2,60.0,3.4160000000000004,0.0,0.0,0.0,10.0,0.0,70.0,,20211
1788,,COURSE TOTAL:,49,8,0,0,0,57.0,3.859,0.0,0.0,0.0,1.0,0.0,58.0,,20211
1792,,COURSE TOTAL:,19,0,0,1,0,20.0,3.85,0.0,0.0,0.0,0.0,0.0,20.0,,20211
1796,,COURSE TOTAL:,6,3,0,0,0,9.0,3.6660000000000004,1.0,0.0,0.0,0.0,0.0,10.0,,20211
1800,,COURSE TOTAL:,6,1,0,0,0,7.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,7.0,,20211
1804,,COURSE TOTAL:,99,0,0,0,0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,99.0,,20211
1808,,COURSE TOTAL:,10,0,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,,20211
1820,,COURSE TOTAL:,65,14,8,0,0,87.0,3.655,1.0,0.0,0.0,0.0,0.0,88.0,,20211
1824,,COURSE TOTAL:,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,0.0,0.0,8.0,,20211
1828,,COURSE TOTAL:,11,0,0,0,0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,,20211
1832,,COURSE TOTAL:,16,2,1,0,0,19.0,3.7889999999999997,0.0,0.0,0.0,0.0,0.0,19.0,,20211
1836,,COURSE TOTAL:,16,0,0,0,0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,,20211
1840,,COURSE TOTAL:,17,1,0,0,1,19.0,3.736,0.0,0.0,0.0,0.0,0.0,19.0,,20211
1890,,COURSE TOTAL:,139,113,68,10,3,333.0,3.1260000000000003,0.0,0.0,0.0,52.0,0.0,385.0,,20211
1940,,COURSE TOTAL:,280,205,129,21,9,644.0,3.127,4.0,0.0,0.0,106.0,0.0,754.0,,20211
1968,,COURSE TOTAL:,95,40,16,0,0,151.0,3.523,0.0,0.0,0.0,27.0,0.0,178.0,,20211
1976,,COURSE TOTAL:,92,58,22,0,2,174.0,3.367,0.0,0.0,0.0,14.0,0.0,188.0,,20211
1984,,COURSE TOTAL:,66,69,28,7,3,173.0,3.0860000000000003,1.0,0.0,0.0,18.0,0.0,192.0,,20211
2022,,COURSE TOTAL:,95,89,46,10,5,245.0,3.057,2.0,0.0,0.0,31.0,0.0,278.0,,20211
2030,,COURSE TOTAL:,19,12,6,2,0,39.0,3.23,0.0,0.0,0.0,8.0,0.0,47.0,,20211
2034,,COURSE TOTAL:,69,24,3,2,0,98.0,3.6319999999999997,0.0,0.0,0.0,0.0,0.0,98.0,,20211
2040,,COURSE TOTAL:,46,44,25,3,1,119.0,3.1,0.0,0.0,0.0,3.0,0.0,122.0,,20211
2064,,COURSE TOTAL:,51,59,23,7,6,146.0,2.972,0.0,0.0,0.0,8.0,0.0,154.0,,20211
2070,,COURSE TOTAL:,82,50,7,0,1,140.0,3.514,1.0,0.0,0.0,1.0,0.0,142.0,,20211
2078,,COURSE TOTAL:,33,68,28,0,3,132.0,2.969,0.0,0.0,0.0,4.0,0.0,136.0,,20211
2092,,COURSE TOTAL:,98,107,10,0,0,215.0,3.409,0.0,0.0,0.0,1.0,0.0,216.0,,20211
2102,,COURSE TOTAL:,7,12,3,0,1,23,3.043,0.1,0.2,0.3,0.4,0.5,23.1,Unnamed: 0,20211
2108,,COURSE TOTAL:,18,13,9,0,0,40.0,3.225,0.0,0.0,0.0,0.0,0.0,40.0,,20211
2112,,COURSE TOTAL:,24,23,2,0,0,49.0,3.448,0.0,0.0,0.0,2.0,0.0,51.0,,20211
2116,,COURSE TOTAL:,89,10,0,0,0,99.0,3.898,0.0,0.0,0.0,0.0,0.0,99.0,,20211
2120,,COURSE TOTAL:,24,28,11,0,0,63.0,3.2060000000000004,0.0,0.0,0.0,2.0,0.0,65.0,,20211
2124,,COURSE TOTAL:,14,16,5,3,0,38.0,3.0780000000000003,0.0,0.0,0.0,0.0,0.0,38.0,,20211
2134,,COURSE TOTAL:,16,8,0,0,0,24.0,3.6660000000000004,0.0,0.0,0.0,1.0,0.0,25.0,,20211
2148,,COURSE TOTAL:,9,23,15,4,1,52.0,2.673,0.0,0.0,0.0,2.0,0.0,54.0,,20211
2152,,COURSE TOTAL:,9,3,8,2,1,23,2.739,0,0.1,0.2,5,0.3,28,Unnamed: 0,20211
2178,,COURSE TOTAL:,25,66,29,5,1,126,2.865,0,0.1,0.2,7,0.3,133,Unnamed: 0,20211
2204,,COURSE TOTAL:,66,36,32,0,12,146,2.986,0.1,0.2,0.3,19,0.4,165,Unnamed: 0,20211
2210,,COURSE TOTAL:,8,21,1,1,0,31.0,3.161,0.0,0.0,0.0,4.0,0.0,35.0,,20211
2224,,COURSE TOTAL:,58,21,7,2,2,90.0,3.455,0.0,0.0,0.0,0.0,0.0,90.0,,20211
2228,,COURSE TOTAL:,24,2,0,0.1,0.2,26,3.923,0.3,0.4,0.5,0.6,0.7,26.1,Unnamed: 0,20211
2232,,COURSE TOTAL:,7,7,5,4,1,24.0,2.625,0.0,0.0,0.0,4.0,0.0,28.0,,20211
2242,,COURSE TOTAL:,16,16,19,0,0,51.0,2.9410000000000003,0.0,0.0,0.0,5.0,0.0,56.0,,20211
2246,,COURSE TOTAL:,2,7,9,0,0,18.0,2.611,0.0,0.0,0.0,2.0,0.0,20.0,,20211
2254,,COURSE TOTAL:,7,8,3,0,0,18.0,3.222,0.0,0.0,0.0,0.0,0.0,18.0,,20211
2266,,COURSE TOTAL:,26,29,19,4,1,79.0,2.964,0.0,0.0,0.0,8.0,0.0,87.0,,20211
2270,,COURSE TOTAL:,8,0,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,,20211
2276,,COURSE TOTAL:,8,5,0,0.1,0.2,13,3.615,0.3,0.4,0.5,0.6,0.7,13.1,Unnamed: 0,20211
2280,,COURSE TOTAL:,3,2,0,0,0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,5.0,,20211
2284,,COURSE TOTAL:,6,2,0,0,0,8.0,3.75,0.0,0.0,0.0,0.0,0.0,8.0,,20211
2288,,COURSE TOTAL:,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,,20211
2292,,COURSE TOTAL:,46,6,0,0,0,52.0,3.884,0.0,0.0,0.0,0.0,0.0,52.0,,20211
2296,,COURSE TOTAL:,4,3,0,0,0,7.0,3.571,0.0,0.0,0.0,0.0,0.0,7.0,,20211
2300,,COURSE TOTAL:,5,0,0.1,0.2,0.3,5.1,4.000,0.4,0.5,0.6,0.7,0.8,5.2,Unnamed: 0,20211
2304,,COURSE TOTAL:,7,7,1,0,0,15.0,3.4,0.0,0.0,0.0,0.0,0.0,15.0,,20211
2308,,COURSE TOTAL:,17,0,0,0,0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,,20211
2312,,COURSE TOTAL:,9,1,0,0,0,10.0,3.9,0.0,0.0,0.0,0.0,0.0,10.0,,20211
2316,,COURSE TOTAL:,8,9,0,0,0,17.0,3.47,0.0,0.0,0.0,0.0,0.0,17.0,,20211
2320,,COURSE TOTAL:,10,2,0,0,0,12.0,3.833,1.0,0.0,0.0,1.0,0.0,14.0,,20211
2324,,COURSE TOTAL:,5,5.1,0,0.1,0.2,10,3.500,0.3,0.4,0.5,0.6,0.7,10.1,Unnamed: 0,20211
2328,,COURSE TOTAL:,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,,20211
2332,,COURSE TOTAL:,20,4,1,0,0,25.0,3.76,0.0,0.0,0.0,0.0,0.0,25.0,,20211
2336,,COURSE TOTAL:,12,6,1,0,0,19.0,3.5780000000000003,0.0,0.0,0.0,0.0,0.0,19.0,,20211
2340,,COURSE TOTAL:,13,16,0,0,0,29.0,3.448,0.0,0.0,0.0,1.0,0.0,30.0,,20211
2344,,COURSE TOTAL:,2,3,3,0,0,8.0,2.875,0.0,0.0,0.0,1.0,0.0,9.0,,20211
2360,,COURSE TOTAL:,89,26,3,1,0,119.0,3.717,0.0,0.0,0.0,4.0,0.0,123.0,,20211
2364,,COURSE TOTAL:,17,0,0,0,0,17.0,4.0,0.0,0.0,0.0,1.0,0.0,18.0,,20211
2368,,COURSE TOTAL:,7,2,0,0,0,9.0,3.7769999999999997,0.0,0.0,0.0,0.0,0.0,9.0,,20211
2372,,COURSE TOTAL:,18,0,0.1,0.2,0.3,18.1,4.000,0.4,0.5,0.6,0.7,0.8,18.2,Unnamed: 0,20211
2376,,COURSE TOTAL:,27,10,0,0,0,37.0,3.7289999999999996,0.0,0.0,0.0,0.0,0.0,37.0,,20211
2380,,COURSE TOTAL:,13,6,0,0,0,19.0,3.6839999999999997,0.0,0.0,0.0,0.0,0.0,19.0,,20211
2384,,COURSE TOTAL:,10,5,2,0,0,17.0,3.47,0.0,0.0,0.0,0.0,0.0,17.0,,20211
2388,,COURSE TOTAL:,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,0.0,0.0,8.0,,20211
2392,,COURSE TOTAL:,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,,20211
2412,,COURSE TOTAL:,33,41,24,10,4,112.0,2.7939999999999996,0.0,0.0,0.0,10.0,0.0,122.0,,20211
2422,,COURSE TOTAL:,15,31,7,0,0,53.0,3.15,0.0,0.0,0.0,3.0,0.0,56.0,,20211
2442,,COURSE TOTAL:,43,29,24,8,11,115.0,2.739,0.0,0.0,0.0,12.0,0.0,127.0,,20211
2460,,COURSE TOTAL:,55,44,10,5,1,115.0,3.278,0.0,0.0,0.0,5.0,0.0,120.0,,20211
2486,,COURSE TOTAL:,73,99,34,1,3,210.0,3.133,0.0,0.0,0.0,4.0,0.0,214.0,,20211
2498,,COURSE TOTAL:,30,38,16,1,0,85,3.141,0.1,0.2,0.3,5,0.4,90,Unnamed: 0,20211
2508,,COURSE TOTAL:,59,9,1,1,0,70.0,3.8,0.0,0.0,0.0,0.0,0.0,70.0,,20211
2518,,COURSE TOTAL:,18,24,13,1,0,56.0,3.053,0.0,0.0,0.0,1.0,0.0,57.0,,20211
2528,,COURSE TOTAL:,67,27,0,0,1,95.0,3.673,0.0,0.0,0.0,1.0,0.0,96.0,,20211
2546,,COURSE TOTAL:,30,51,21,3,2,107.0,2.971,0.0,0.0,0.0,3.0,0.0,110.0,,20211
2568,,COURSE TOTAL:,16,58,44,20,5,143.0,2.419,0.0,0.0,0.0,27.0,0.0,170.0,,20211
2578,,COURSE TOTAL:,22,29,3,0,0,54.0,3.3510000000000004,0.0,0.0,0.0,3.0,0.0,57.0,,20211
2590,,COURSE TOTAL:,4,22,20,7,3,56.0,2.263,1.0,0.0,0.0,21.0,0.0,78.0,,20211
2608,,COURSE TOTAL:,48,40,15,5,0,108.0,3.2119999999999997,0.0,0.0,0.0,3.0,0.0,111.0,,20211
2626,,COURSE TOTAL:,14,72,32,3,1,122.0,2.778,0.0,0.0,0.0,1.0,0.0,123.0,,20211
2652,,COURSE TOTAL:,71,94,5,0,0,170.0,3.388,0.0,0.0,0.0,0.0,0.0,170.0,,20211
2662,,COURSE TOTAL:,17,31,13,2,3,66.0,2.863,0.0,0.0,0.0,3.0,0.0,69.0,,20211
2670,,COURSE TOTAL:,53,17,4,1,4,79.0,3.443,0.0,0.0,0.0,0.0,0.0,79.0,,20211
2684,,COURSE TOTAL:,48,25,15,0,4,92.0,3.228,0.0,0.0,0.0,0.0,0.0,92.0,,20211
2692,,COURSE TOTAL:,23,18,1,0,0,42.0,3.523,0.0,0.0,0.0,0.0,0.0,42.0,,20211
2698,,COURSE TOTAL:,10,5,2,0,0,17.0,3.47,0.0,0.0,0.0,0.0,0.0,17.0,,20211
2708,,COURSE TOTAL:,28,17,10,0,1,56.0,3.267,0.0,0.0,0.0,1.0,0.0,57.0,,20211
2720,,COURSE TOTAL:,30,27,20,2,7,86.0,2.825,0.0,0.0,0.0,0.0,0.0,86.0,,20211
2724,,COURSE TOTAL:,8,3,3,1,0,15.0,3.2,0.0,0.0,0.0,1.0,0.0,16.0,,20211
2734,,COURSE TOTAL:,44,68,12,0,3,127.0,3.181,0.0,0.0,0.0,2.0,0.0,129.0,,20211
2744,,COURSE TOTAL:,52,68,6,0,1,127.0,3.338,0.0,0.0,0.0,1.0,0.0,128.0,,20211
2752,,COURSE TOTAL:,47,73,13,1,0,134.0,3.238,0.0,0.0,0.0,5.0,0.0,139.0,,20211
2760,,COURSE TOTAL:,28,79,41,3,3,154.0,2.818,0.0,0.0,0.0,11.0,0.0,165.0,,20211
2774,,COURSE TOTAL:,100,91,11,5,2,209.0,3.3489999999999998,0.0,0.0,0.0,3.0,0.0,212.0,,20211
2782,,COURSE TOTAL:,40,74,49,0,2,165.0,2.909,0.0,0.0,0.0,0.0,0.0,165.0,,20211
2790,,COURSE TOTAL:,31,103,20,2,3,159.0,2.987,0.0,0.0,0.0,0.0,0.0,159.0,,20211
2798,,COURSE TOTAL:,45,85,50,3,1,184.0,2.923,1.0,0.0,0.0,1.0,0.0,186.0,,20211
2808,,COURSE TOTAL:,168,57,14,0,0,239.0,3.6439999999999997,0.0,0.0,0.0,0.0,0.0,239.0,,20211
2818,,COURSE TOTAL:,77,103,45,5,3,233.0,3.055,0.0,0.0,0.0,6.0,0.0,239.0,,20211
2828,,COURSE TOTAL:,53,88,15,3,0,159.0,3.201,0.0,0.0,0.0,1.0,0.0,160.0,,20211
2836,,COURSE TOTAL:,58,9,2,0,1,70,3.757,0.1,0.2,0.3,0.4,0.5,70.1,Unnamed: 0,20211
2842,,COURSE TOTAL:,35,10,1,0,0,46.0,3.739,0.0,0.0,0.0,0.0,0.0,46.0,,20211
2856,,COURSE TOTAL:,99,17,0,0,1,117.0,3.82,0.0,0.0,0.0,1.0,0.0,118.0,,20211
2866,,COURSE TOTAL:,27,24,10,5,3,69.0,2.971,0.0,0.0,0.0,14.0,0.0,83.0,,20211
2892,,COURSE TOTAL:,30,36,38,12,13,129.0,2.449,1.0,0.0,0.0,32.0,0.0,162.0,,20211
2920,,COURSE TOTAL:,15,51,79,16,9,170.0,2.276,5.0,0.0,0.0,16.0,0.0,191.0,,20211
2934,,COURSE TOTAL:,13,34,22,3,0,72.0,2.7910000000000004,0.0,0.0,0.0,5.0,0.0,77.0,,20211
2958,,COURSE TOTAL:,21,32,37,7,6,103.0,2.533,1.0,0.0,0.0,17.0,0.0,121.0,,20211
2964,,COURSE TOTAL:,18,47,46,7,0,118.0,2.6439999999999997,0.0,0.0,0.0,17.0,0.0,135.0,,20211
2976,,COURSE TOTAL:,8,18,17,6,2,51.0,2.47,0.0,0.0,0.0,2.0,0.0,53.0,,20211
3002,,COURSE TOTAL:,32,87,42,1,0,162.0,2.925,0.0,0.0,0.0,7.0,0.0,169.0,,20211
3024,,COURSE TOTAL:,33,54,25,1,3,116.0,2.923,0.0,0.0,0.0,4.0,0.0,120.0,,20211
3028,,COURSE TOTAL:,25,9,4,0,1,39.0,3.4610000000000003,0.0,0.0,0.0,2.0,0.0,41.0,,20211
3034,,COURSE TOTAL:,9,10,7,0,0,26.0,3.076,0.0,0.0,0.0,1.0,0.0,27.0,,20211
3048,,COURSE TOTAL:,12,22,26,4,0,64.0,2.656,0.0,0.0,0.0,7.0,0.0,71.0,,20211
3074,,COURSE TOTAL:,39,52,22,1,4,118.0,3.025,2.0,0.0,0.0,8.0,0.0,128.0,,20211
3080,,COURSE TOTAL:,35,56,62,6,4,163.0,2.687,0.0,0.0,0.0,19.0,0.0,182.0,,20211
3102,,COURSE TOTAL:,45,59,27,2,5,138.0,2.992,0.0,0.0,0.0,10.0,0.0,148.0,,20211
3124,,COURSE TOTAL:,25,54,10,2,1,92.0,3.0860000000000003,0.0,0.0,0.0,4.0,0.0,96.0,,20211
3136,,COURSE TOTAL:,12,16,23,2,8,61.0,2.36,1.0,0.0,0.0,11.0,0.0,73.0,,20211
3148,,COURSE TOTAL:,4,40,31,3,0,78,2.576,0.1,0.2,0.3,1,0.4,79,Unnamed: 0,20211
3174,,COURSE TOTAL:,18,89,54,3,0,164,2.743,0.1,0.2,0.3,8,0.4,172,Unnamed: 0,20211
3186,,COURSE TOTAL:,17,37,14,0,0,68.0,3.0439999999999996,0.0,0.0,0.0,0.0,0.0,68.0,,20211
3200,,COURSE TOTAL:,6,44,36,3,1,90,2.566,0,0.1,0.2,1.1,0.3,91,Unnamed: 0,20211
3212,,COURSE TOTAL:,14,40,30,0,0,84.0,2.8089999999999997,0.0,0.0,0.0,0.0,0.0,84.0,,20211
3218,,COURSE TOTAL:,82,7,0,0,0,89.0,3.9210000000000003,0.0,0.0,0.0,0.0,0.0,89.0,,20211
3224,,COURSE TOTAL:,59,30,0,0.1,0.2,89,3.662,0.3,0.4,0.5,0.6,0.7,89.1,Unnamed: 0,20211
3228,,COURSE TOTAL:,11,44,16,0,0,71.0,2.929,0.0,0.0,0.0,0.0,0.0,71.0,,20211
3232,,COURSE TOTAL:,1,4,1,1,0,7.0,2.714,0.0,0.0,0.0,1.0,0.0,8.0,,20211
3236,,COURSE TOTAL:,8,0,0,0,0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,10.0,,20211
3248,,COURSE TOTAL:,23,30,4,1,1.1,59,3.237,0,0.1,0.2,0.3,0.4,59.1,Unnamed: 0,20211
3258,,COURSE TOTAL:,21,22,2,1,0,46.0,3.3689999999999998,0.0,0.0,0.0,0.0,0.0,46.0,,20211
3266,,COURSE TOTAL:,10,15,12,0,0,37.0,2.945,0.0,0.0,0.0,1.0,0.0,38.0,,20211
3274,,COURSE TOTAL:,44,0,0.1,1,0.2,45,3.933,0.3,0.4,0.5,0.6,0.7,45.1,Unnamed: 0,20211
3282,,COURSE TOTAL:,43,1,0,0,0,44.0,3.977,1.0,0.0,0.0,0.0,0.0,45.0,,20211
3294,,COURSE TOTAL:,45,7,0,0,0,52.0,3.865,0.0,0.0,0.0,0.0,0.0,52.0,,20211
3308,,COURSE TOTAL:,62,64,29,1,0,156.0,3.198,1.0,0.0,0.0,8.0,0.0,165.0,,20211
3316,,COURSE TOTAL:,22,40,66,10,8,146.0,2.397,1.0,0.0,0.0,54.0,0.0,201.0,,20211
3326,,COURSE TOTAL:,31,45,22,1,2,101,3.009,0,0.1,0.2,2.1,0.3,103,Unnamed: 0,20211
3338,,COURSE TOTAL:,252,74,22,7,0,355.0,3.608,1.0,0.0,0.0,16.0,77.0,449.0,,20211
3344,,COURSE TOTAL:,31,51,28,2,0,112.0,2.991,1.0,0.0,0.0,11.0,0.0,124.0,,20211
3352,,COURSE TOTAL:,53,59,33,3,9,157,2.917,0,0.1,0.2,11,0.3,168,Unnamed: 0,20211
3362,,COURSE TOTAL:,65,54,32,5,3,159.0,3.088,0.0,0.0,0.0,0.0,0.0,159.0,,20211
3366,,COURSE TOTAL:,32,59,23,13,3,130.0,2.8,0.0,0.0,0.0,12.0,0.0,142.0,,20211
3370,,COURSE TOTAL:,33,39,40,4,2,118.0,2.707,6.0,0.0,0.0,7.0,0.0,131.0,,20211
3376,,COURSE TOTAL:,38,48,42,5,1,134,2.873,0,0.1,0.2,21,0.3,155,Unnamed: 0,20211
3382,,COURSE TOTAL:,20,32,30,9,0,91.0,2.6919999999999997,0.0,0.0,0.0,7.0,0.0,98.0,,20211
3386,,COURSE TOTAL:,47,39,8,0,0,94.0,3.4139999999999997,0.0,0.0,0.0,1.0,0.0,95.0,,20211
3390,,COURSE TOTAL:,65,27,2,0,0,94.0,3.67,0.0,0.0,0.0,0.0,0.0,94.0,,20211
3394,,COURSE TOTAL:,28,24,1,0,0,53.0,3.509,0.0,0.0,0.0,0.0,0.0,53.0,,20211
3400,,COURSE TOTAL:,113,19,0,0.1,0.2,132,3.856,0.3,0.4,0.5,0.6,0.7,132.1,Unnamed: 0,20211
3410,,COURSE TOTAL:,40,62,18,1,4,125.0,3.0639999999999996,0.0,0.0,0.0,20.0,0.0,145.0,,20211
3414,,COURSE TOTAL:,13,0,0,0,0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,,20211
3418,,COURSE TOTAL:,28,1,0,0,0,29.0,3.965,0.0,0.0,0.0,0.0,0.0,29.0,,20211
3422,,COURSE TOTAL:,20,21,0,0,0,41.0,3.487,0.0,0.0,0.0,0.0,0.0,41.0,,20211
3428,,COURSE TOTAL:,35,5,0,0,0,40.0,3.875,1.0,0.0,0.0,0.0,0.0,41.0,,20211
