,Year-Sem,SECTION,A,B,C,D,F,TOTAL A-F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR,Year-sem
3808,,CSCE-221-508,5,6,6,6,1,24.0,2.333,0.0,0.0,0.0,1.0,0.0,25.0,RITCHEY P,20211
3809,,CSCE-221-509,5,3,3,0,0,11.0,3.181,0.0,0.0,0.0,4.0,0.0,15.0,LEYK T,20211
3810,,CSCE-221-510,11,9,4,0,0,24.0,3.2910000000000004,0.0,0.0,0.0,0.0,0.0,24.0,LEYK T,20211
3811,,CSCE-221-511,8,8,2,1,0,19.0,3.21,0.0,0.0,0.0,4.0,0.0,23.0,LEYK T,20211
3812,,CSCE-221-512,8,9,2,0,0,19.0,3.315,0.0,0.0,0.0,0.0,0.0,19.0,LEYK T,20211
3813,,CSCE-221-513,5,12,5,0,0,22.0,3.0,0.0,0.0,0.0,1.0,0.0,23.0,LEYK T,20211
3814,,CSCE-221-514,13,5,3,0,0,21.0,3.4760000000000004,0.0,0.0,0.0,3.0,0.0,24.0,LEYK T,20211
3815,,CSCE-221-515,8,9,5,0,0,22.0,3.136,0.0,0.0,0.0,3.0,0.0,25.0,LEYK T,20211
3816,,CSCE-221-516,7,9,4,0,0,20.0,3.15,0.0,0.0,0.0,3.0,0.0,23.0,LEYK T,20211
3817,,CSCE-221-517,8,9,2,0,1,20.0,3.15,0.0,0.0,0.0,3.0,0.0,23.0,LEYK T,20211
3818,,CSCE-221-518,11,8,3,1,0,23,3.260,0.1,0.2,0.3,1.1,0.4,24,LEYK T,20211
3819,,CSCE-221-519,8,9,5,1,0,23.0,3.043,0.0,0.0,0.0,1.0,0.0,24.0,LEYK T,20211
3820,,CSCE-221-520,10,10,3,0,0,23.0,3.304,0.0,0.0,0.0,2.0,0.0,25.0,LEYK T,20211
3821,,CSCE-222-501,40,31,10,0,4,85.0,3.2110000000000003,0.0,0.0,0.0,5.0,0.0,90.0,HOUNGNINOU D,20211
3822,,CSCE-222-502,46,34,7,1,1,89.0,3.3819999999999997,0.0,0.0,0.0,8.0,0.0,97.0,HOUNGNINOU D,20211
3823,,CSCE-222-503,44,25,18,1,6,94.0,3.063,0.0,0.0,0.0,6.0,0.0,100.0,HOUNGNINOU D,20211
3824,,CSCE-222-504,33,28,15,3,2,81.0,3.074,0.0,0.0,0.0,8.0,0.0,89.0,CARLISLE M,20211
3825,,CSCE-312-200,16,0,1,0,0,17.0,3.8819999999999997,0.0,0.0,0.0,0.0,0.0,17.0,TYAGI A,20211
3826,,CSCE-312-500,16,10,3,0,0,29.0,3.448,0.0,0.0,0.0,1.0,0.0,30.0,TYAGI A,20211
3827,,CSCE-312-501,17,11,2,0,0,30.0,3.5,0.0,0.0,0.0,0.0,0.0,30.0,TYAGI A,20211
3828,,CSCE-312-502,16,7,3,0,0,26.0,3.5,1.0,0.0,0.0,3.0,0.0,30.0,TYAGI A,20211
3829,,CSCE-312-503,17,7,4,1,0,29,3.379,0.1,0.2,0.3,0.4,0.5,29.1,TYAGI A,20211
3830,,CSCE-312-504,9,2,1,0,0,12.0,3.6660000000000004,0.0,0.0,0.0,1.0,0.0,13.0,KIM E,20211
3831,,CSCE-312-505,8,8,0,0,0,16.0,3.5,0.0,0.0,0.0,1.0,0.0,17.0,KIM E,20211
3832,,CSCE-312-506,13,2,2,0,0,17.0,3.647,0.0,0.0,0.0,0.0,0.0,17.0,TYAGI A,20211
3833,,CSCE-312-507,15,11,1,0,1,28.0,3.392,0.0,0.0,0.0,2.0,0.0,30.0,TYAGI A,20211
3834,,CSCE-312-508,17,4,4,0,0,25.0,3.52,0.0,0.0,0.0,4.0,0.0,29.0,TYAGI A,20211
3835,,CSCE-312-509,9,6,4,0,0,19.0,3.263,0.0,0.0,0.0,2.0,0.0,21.0,TYAGI A,20211
3836,,CSCE-312-510,16,7,2,2,0,27.0,3.37,0.0,0.0,0.0,0.0,0.0,27.0,TYAGI A,20211
3837,,CSCE-312-511,12,8,4,0,0,24.0,3.333,0.0,0.0,0.0,4.0,0.0,28.0,TYAGI A,20211
3838,,CSCE-312-512,15,6,5,0,0,26.0,3.384,1.0,0.0,0.0,1.0,0.0,28.0,TYAGI A,20211
3839,,CSCE-312-513,14,6,3,2,1,26.0,3.153,0.0,0.0,0.0,2.0,0.0,28.0,TYAGI A,20211
3840,,CSCE-313-501,13,6,2,0,1,22.0,3.363,1.0,0.0,0.0,2.0,0.0,25.0,AHMED S,20211
3841,,CSCE-313-502,10,9,1,0,0.1,20,3.450,0.2,0.3,0.4,3,0.5,23,AHMED S,20211
3842,,CSCE-313-503,13,3,1,1,1,19.0,3.3680000000000003,0.0,0.0,0.0,3.0,0.0,22.0,AHMED S,20211
3843,,CSCE-313-504,4,6,2,0,3,15.0,2.533,0.0,0.0,0.0,3.0,0.0,18.0,AHMED S,20211
3844,,CSCE-313-505,10,5,1,0,1,17.0,3.352,0.0,0.0,0.0,5.0,0.0,22.0,AHMED S,20211
3845,,CSCE-313-506,8,9,4,0,0,21.0,3.19,0.0,0.0,0.0,0.0,0.0,21.0,AHMED S,20211
3846,,CSCE-313-507,4,7,5,0,1,17.0,2.764,0.0,0.0,0.0,2.0,0.0,19.0,AHMED S,20211
3847,,CSCE-313-508,1,7,2,1,4,15.0,2.0,0.0,0.0,0.0,1.0,0.0,16.0,AHMED S,20211
3848,,CSCE-313-509,4,6,3,1,0,14.0,2.928,0.0,0.0,0.0,2.0,0.0,16.0,AHMED S,20211
3849,,CSCE-313-511,9,7,2,1,0,19.0,3.263,0.0,0.0,0.0,4.0,0.0,23.0,AHMED S,20211
3850,,CSCE-313-512,5,3,1,0,2,11.0,2.818,0.0,0.0,0.0,4.0,0.0,15.0,AHMED S,20211
3851,,CSCE-314-500,16,17,18,7,1,59.0,2.677,0.0,0.0,0.0,37.0,0.0,96.0,SHELL D,20211
3852,,CSCE-314-501,19,32,9,4,3,67.0,2.895,0.0,0.0,0.0,28.0,0.0,95.0,SHELL D,20211
3853,,CSCE-314-502,51,35,6,0,1,93,3.451,0.1,0.2,0.3,5,0.4,98,LEE H,20211
3854,,CSCE-314-503,52,26,13,2,1,94.0,3.34,0.0,0.0,0.0,5.0,0.0,99.0,LEE H,20211
3855,,CSCE-315-900,17,7,1,0,0,25.0,3.64,0.0,0.0,0.0,0.0,0.0,25.0,LIGHTFOOT R,20211
3856,,CSCE-315-901,21,0,2,0,0,23.0,3.826,0.0,0.0,0.0,0.0,0.0,23.0,LIGHTFOOT R,20211
3857,,CSCE-315-902,18,3,0,0,0,21.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,21.0,LIGHTFOOT R,20211
3858,,CSCE-315-903,27,2,0,0,0,29.0,3.931,0.0,0.0,0.0,1.0,0.0,30.0,LIGHTFOOT R,20211
3859,,CSCE-315-904,25,3,0,0,0,28.0,3.892,0.0,0.0,0.0,1.0,0.0,29.0,LIGHTFOOT R,20211
3860,,CSCE-315-905,23,1,1,0,0,25.0,3.88,0.0,0.0,0.0,0.0,0.0,25.0,LIGHTFOOT R,20211
3861,,CSCE-315-906,13,4,1,0,0,18.0,3.6660000000000004,0.0,0.0,0.0,0.0,0.0,18.0,THOMAS S,20211
3862,,CSCE-315-907,19,3,1,0,0,23.0,3.782,0.0,0.0,0.0,0.0,0.0,23.0,THOMAS S,20211
3863,,CSCE-315-908,24,4,0,0,0,28.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,28.0,THOMAS S,20211
3864,,CSCE-315-970,9,2,0,0,0,11.0,3.818,0.0,0.0,0.0,1.0,0.0,12.0,THOMAS S,20211
3865,,CSCE-350-500,4,4,8,2,1,19.0,2.421,1.0,0.0,0.0,4.0,0.0,24.0,MUZAHID A,20211
3866,,CSCE-350-501,6,9,3,2,3,23.0,2.565,0.0,0.0,0.0,2.0,0.0,25.0,MUZAHID A,20211
3867,,CSCE-350-502,6,10,5,0,1,22.0,2.909,0.0,0.0,0.0,3.0,0.0,25.0,MUZAHID A,20211
3868,,CSCE-402-500,86,2,0,0,0,88.0,3.977,0.0,0.0,0.0,3.0,0.0,91.0,DEWITTE P,20211
3869,,CSCE-410-200,14,0,1,0,0,15.0,3.866,0.0,0.0,0.0,2.0,0.0,17.0,DA SILVA D,20211
3870,,CSCE-410-500,66,9,4,1,1,81.0,3.7030000000000003,0.0,0.0,0.0,2.0,0.0,83.0,DA SILVA D,20211
3871,,CSCE-410-501,23,13,9,5,2,52.0,2.9610000000000003,0.0,0.0,0.0,16.0,0.0,68.0,BETTATI R,20211
3872,,CSCE-411-500,69,26,2,2,0,99.0,3.636,0.0,0.0,0.0,1.0,0.0,100.0,GARAY J,20211
3873,,CSCE-411-501,24,55,5,1,0,85,3.200,0.1,0.2,0.3,11,0.4,96,CHEN J,20211
3874,,CSCE-411-502,22,42,14,4,1,83.0,2.963,0.0,0.0,0.0,4.0,0.0,87.0,KLAPPENECKER A,20211
3875,,CSCE-420-500,46,26,11,1,0,84.0,3.392,0.0,0.0,0.0,11.0,0.0,95.0,IOERGER T,20211
3876,,CSCE-421-500,44,30,13,0,2,89.0,3.28,0.0,0.0,0.0,7.0,0.0,96.0,CHOE Y,20211
3877,,CSCE-430-200,10,3,1,0,0,14.0,3.642,0.0,0.0,0.0,0.0,0.0,14.0,KEYSER J,20211
3878,,CSCE-430-500,34,9,13,3,3,62.0,3.096,1.0,0.0,0.0,8.0,0.0,71.0,KEYSER J,20211
3879,,CSCE-431-500,34,1,1,0,0,36.0,3.9160000000000004,0.0,0.0,0.0,1.0,0.0,37.0,WADE P,20211
3880,,CSCE-431-501,35,4,0,0,0,39.0,3.897,0.0,0.0,0.0,0.0,0.0,39.0,WADE P,20211
3881,,CSCE-431-502,22,4,1,0,0.1,27,3.777,0.2,0.3,0.4,1.1,0.5,28,WADE P,20211
3882,,CSCE-431-503,28,5,0,0,0,33.0,3.8480000000000003,0.0,0.0,0.0,1.0,0.0,34.0,WADE P,20211
3883,,CSCE-433-500,9,8,3,0,1,21.0,3.142,0.0,0.0,0.0,4.0,0.0,25.0,WELCH J,20211
3884,,CSCE-434-500,36,14,9,4,3,66.0,3.1510000000000002,0.0,0.0,0.0,9.0,0.0,75.0,MCGUIRE T,20211
3885,,CSCE-435-500,34,5,0,0,1,40.0,3.775,0.0,0.0,0.0,0.0,0.0,40.0,SARIN V,20211
3886,,CSCE-436-200,10,0,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,KIM J,20211
3887,,CSCE-436-500,73,16,0,0,0,89.0,3.82,0.0,0.0,0.0,1.0,0.0,90.0,KIM J,20211
3888,,CSCE-440-500,17,3,2,1,2.1,25,3.280,0,0.1,0.2,4,0.3,29,KLAPPENECKER A,20211
3889,,CSCE-441-200,7,4,0,0,0,11.0,3.636,0.0,0.0,0.0,1.0,0.0,12.0,SUEDA S,20211
3890,,CSCE-441-500,35,18,10,4,2,69.0,3.159,0.0,0.0,0.0,16.0,0.0,85.0,SUEDA S,20211
3891,,CSCE-451-500,12,12,2,0,0,26.0,3.384,1.0,0.0,0.0,2.0,0.0,29.0,LIU J,20211
3892,,CSCE-451-501,13,14,0,0,0,27.0,3.4810000000000003,0.0,0.0,0.0,2.0,0.0,29.0,LIU J,20211
3893,,CSCE-462-501,17,13,4,0,0,34.0,3.3819999999999997,0.0,0.0,0.0,1.0,0.0,35.0,LIU J,20211
3894,,CSCE-462-502,10,17,3,0,1,31.0,3.1289999999999996,0.0,0.0,0.0,2.0,0.0,33.0,LIU J,20211
3895,,CSCE-463-500,16,3,5,3,1,28.0,2.7739999999999996,0.0,0.0,0.0,7.0,0.0,35.0,LOGUINOV D,20211
3896,,CSCE-465-200,9,1,0,0,0,10.0,3.9,0.0,0.0,0.0,0.0,0.0,10.0,DA SILVA D,20211
3897,,CSCE-465-500,68,15,3,0,2,88.0,3.67,0.0,0.0,0.0,1.0,0.0,89.0,DA SILVA D,20211
3898,,CSCE-477-500,13,1,0,0,0,14.0,3.928,0.0,0.0,0.0,0.0,0.0,14.0,DEWITTE P,20211
3899,,CSCE-481-500,266,12,2,2,6,288.0,3.84,0.0,0.0,0.0,3.0,0.0,291.0,GUTIERREZ-OSUNA R,20211
3900,,CSCE-482-930,23,3,0,0,0,26.0,3.884,0.0,0.0,0.0,0.0,0.0,26.0,THOMAS S,20211
3901,,CSCE-482-931,25,0,0,0,0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,GUTIERREZ-OSUNA R,20211
3902,,CSCE-482-932,21,5,3,0,0,29.0,3.62,0.0,0.0,0.0,0.0,0.0,29.0,SONG D,20211
3903,,CSCE-482-933,30,0,0,0,0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,HAMMOND T,20211
3904,,CSCE-482-934,30,0,0.1,0.2,0.3,30.1,4.000,0.4,0.5,0.6,0.7,0.8,30.2,TAELE P,20211
3905,,CSCE-482-935,17,6,0,0,0,23.0,3.739,0.0,0.0,0.0,0.0,0.0,23.0,MAHAPATRA R,20211
3906,,CSCE-482-936,24,2,0,0,0,26.0,3.923,0.0,0.0,0.0,0.0,0.0,26.0,WADE P,20211
3907,,CSCE-483-931,28,0,0,0,0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,TAELE P,20211
3908,,CSCE-483-932,23,6,0,0,0,29.0,3.793,0.0,0.0,0.0,0.0,0.0,29.0,MAHAPATRA R,20211
3909,,CSCE-485-511,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,SONG D,20211
3910,,CSCE-485-552,3,3,0,0,0,6.0,3.5,0.0,0.0,0.0,0.0,0.0,6.0,CARLISLE M,20211
3911,,CSCE-489-500,14,1,0,0,0,15.0,3.9330000000000003,0.0,0.0,0.0,0.0,0.0,15.0,ZHANG Y,20211
3912,,CSCE-489-501,16,5,2,0,0,23.0,3.608,0.0,0.0,0.0,2.0,0.0,25.0,CARLISLE M,20211
3913,,CSCE-489-502,23,0,0,0,0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,CHASPARI T,20211
3914,,CSCE-489-503,13,1,1.1,1.2,1.3,17,3.411,1.4,0,0.1,1.5,0.2,19,KHADEMI KALANTARI N,20211
3915,,CSCE-489-504,21,3,2,0,1,27.0,3.592,0.0,0.0,0.0,1.0,0.0,28.0,MOORE J,20211
3916,,CSCE-489-505,34,12,2,1,1,50.0,3.54,0.0,0.0,0.0,2.0,0.0,52.0,CAVERLEE J,20211
3917,,CSCE-606-600,76,15,1,1,0,93.0,3.784,0.0,0.0,0.0,0.0,0.0,93.0,WALKER D,20211
3918,,CSCE-611-700,37,9,1,0,3,50.0,3.54,0.0,0.0,0.0,6.0,0.0,56.0,BETTATI R,20211
3919,,CSCE-612-600,6,3,1,0,2,12.0,2.9160000000000004,0.0,0.0,0.0,0.0,0.0,12.0,LOGUINOV D,20211
3920,,CSCE-627-600,5,4,1,0,1,11.0,3.09,0.0,0.0,0.0,1.0,0.0,12.0,WELCH J,20211
3921,,CSCE-628-600,22,1,0,0.1,2,25,3.640,0.2,0.3,0.4,0.5,0.6,25.1,SZE S,20211
3922,,CSCE-629-600,60,23,0,0,0,83.0,3.722,0.0,0.0,0.0,4.0,0.0,87.0,JIANG A,20211
3923,,CSCE-633-600,40,35,0,1,1,77.0,3.4539999999999997,0.0,0.0,0.0,3.0,0.0,80.0,CHOE Y,20211
3924,,CSCE-636-601,35,19,4,0,2,60.0,3.4160000000000004,0.0,0.0,0.0,10.0,0.0,70.0,JIANG A,20211
3925,,CSCE-638-600,49,8,0,0,0,57.0,3.859,0.0,0.0,0.0,1.0,0.0,58.0,HUANG R,20211
3926,,CSCE-640-600,19,0,0,1,0,20.0,3.85,0.0,0.0,0.0,0.0,0.0,20.0,KLAPPENECKER A,20211
3927,,CSCE-652-600,6,3,0,0.1,0.2,9,3.666,1,0.3,0.4,0.5,0.6,10,LIU J,20211
3928,,CSCE-665-600,6,1,0,0,0,7.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,7.0,GU G,20211
3929,,CSCE-678-600,99,0,0,0,0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,99.0,TSAI C,20211
3930,,CSCE-685-600,10,0,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,WALKER D,20211
3931,,CSCE-689-600,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,ZHANG Y,20211
3932,,CSCE-689-601,6,4,2,0,0,12.0,3.333,0.0,0.0,0.0,0.0,0.0,12.0,NGUYEN K,20211
3933,,CSCE-689-602,8,3,2,0,0,13.0,3.4610000000000003,0.0,0.0,0.0,0.0,0.0,13.0,KHADEMI KALANTARI N,20211
3934,,CSCE-689-603,36,4,0,0,0,40.0,3.9,0.0,0.0,0.0,0.0,0.0,40.0,SHARON G,20211
3935,,CSCE-689-700,6,3,4,0,0.1,13,3.153,1,0.2,0.3,0.4,0.5,14,KIM E,20211
3936,,CSCE-702-600,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,0.0,0.0,8.0,DEWITTE P,20211
3937,,CSCE-703-600,11,0,0,0,0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,DEWITTE P,20211
3938,,CSCE-704-600,16,2,1,0,0,19.0,3.7889999999999997,0.0,0.0,0.0,0.0,0.0,19.0,CARLISLE M,20211
3939,,CSCE-714-500,16,0,0,0,0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,QUINN M,20211
3940,,CSCE-735-600,17,1,0,0,1,19.0,3.736,0.0,0.0,0.0,0.0,0.0,19.0,SARIN V,20211
3941,,ECEN-214-200,10,4,1,0,0.1,15,3.600,0.2,0.3,0.4,1.1,0.5,16,MILLER S,20211
3942,,ECEN-214-201,5,2,0,0,0,7.0,3.714,0.0,0.0,0.0,0.0,0.0,7.0,MOREIRA-TAMAYO O,20211
3943,,ECEN-214-501,11,4,1,1,0,17.0,3.47,0.0,0.0,0.0,0.0,0.0,17.0,MILLER S,20211
3944,,ECEN-214-502,2,4,6,0,0,12.0,2.6660000000000004,0.0,0.0,0.0,1.0,0.0,13.0,MILLER S,20211
3945,,ECEN-214-503,6,6,2,0,0,14.0,3.285,0.0,0.0,0.0,3.0,0.0,17.0,MILLER S,20211
3946,,ECEN-214-504,5,4,3,1,0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,15.0,MILLER S,20211
3947,,ECEN-214-505,2,5,3,1,0,11.0,2.727,0.0,0.0,0.0,6.0,0.0,17.0,MILLER S,20211
3948,,ECEN-214-506,5,7,2,0,1,15.0,3.0,0.0,0.0,0.0,2.0,0.0,17.0,MOREIRA-TAMAYO O,20211
3949,,ECEN-214-507,3,8,1,0,0,12.0,3.1660000000000004,0.0,0.0,0.0,4.0,0.0,16.0,MOREIRA-TAMAYO O,20211
3950,,ECEN-214-508,2,7,4,0,0,13.0,2.846,0.0,0.0,0.0,4.0,0.0,17.0,MOREIRA-TAMAYO O,20211
3951,,ECEN-214-509,6,5,2,0,0,13.0,3.307,0.0,0.0,0.0,1.0,0.0,14.0,MOREIRA-TAMAYO O,20211
3952,,ECEN-214-510,5,9,5,0,0,19.0,3.0,0.0,0.0,0.0,7.0,0.0,26.0,MOREIRA-TAMAYO O,20211
3953,,ECEN-214-512,13,1,2,0,0,16.0,3.687,0.0,0.0,0.0,1.0,0.0,17.0,MOREIRA-TAMAYO O,20211
3954,,ECEN-214-513,6,2,4,1,0,13,3.000,0.1,0.2,0.3,3,0.4,16,MOREIRA-TAMAYO O,20211
3955,,ECEN-214-514,7,6,1,0,0,14.0,3.428,0.0,0.0,0.0,2.0,0.0,16.0,MOREIRA-TAMAYO O,20211
3956,,ECEN-214-515,5,3,4,0,0,12.0,3.083,0.0,0.0,0.0,4.0,0.0,16.0,MOREIRA-TAMAYO O,20211
3957,,ECEN-214-516,6,6,3,0,1,16.0,3.0,0.0,0.0,0.0,1.0,0.0,17.0,MOREIRA-TAMAYO O,20211
3958,,ECEN-214-517,4,5,3,1,0,13.0,2.923,0.0,0.0,0.0,2.0,0.0,15.0,MOREIRA-TAMAYO O,20211
3959,,ECEN-214-518,4,9,2,1,0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,JOHNSON M,20211
3960,,ECEN-214-519,7,4,4,0,0,15.0,3.2,0.0,0.0,0.0,1.0,0.0,16.0,JOHNSON M,20211
3961,,ECEN-214-520,9,4,4,0,0,17.0,3.2939999999999996,0.0,0.0,0.0,0.0,0.0,17.0,JOHNSON M,20211
3962,,ECEN-214-521,7,4,2,0,1,14.0,3.142,0.0,0.0,0.0,1.0,0.0,15.0,JOHNSON M,20211
3963,,ECEN-214-522,5,1,6,1,0,13.0,2.7689999999999997,0.0,0.0,0.0,3.0,0.0,16.0,JOHNSON M,20211
3964,,ECEN-214-523,4,3,3,3,0,13.0,2.615,0.0,0.0,0.0,3.0,0.0,16.0,JOHNSON M,20211
3965,,ECEN-215-501,10,10,3,0,1,24.0,3.1660000000000004,0.0,0.0,0.0,7.0,0.0,31.0,RAHIMIAN M,20211
3966,,ECEN-215-502,13,8,3,1,0,25,3.320,0.1,0.2,0.3,5,0.4,30,RAHIMIAN M,20211
3967,,ECEN-215-503,8,6,10,1,1,26.0,2.73,0.0,0.0,0.0,6.0,0.0,32.0,RAHIMIAN M,20211
3968,,ECEN-215-504,18,7,3,0,0,28.0,3.535,0.0,0.0,0.0,4.0,0.0,32.0,RAHIMIAN M,20211
3969,,ECEN-215-505,9,11,7,0,0,27.0,3.074,0.0,0.0,0.0,4.0,0.0,31.0,RAHIMIAN M,20211
3970,,ECEN-215-506,17,11,2,0,0,30.0,3.5,0.0,0.0,0.0,2.0,0.0,32.0,RAHIMIAN M,20211
3971,,ECEN-215-507,9,11,7,0,0,27.0,3.074,0.0,0.0,0.0,4.0,0.0,31.0,RAHIMIAN M,20211
3972,,ECEN-215-508,16,11,2,0,0,29.0,3.4819999999999998,0.0,0.0,0.0,2.0,0.0,31.0,RAHIMIAN M,20211
3973,,ECEN-215-509,11,10,3,0,1,25.0,3.2,0.0,0.0,0.0,7.0,0.0,32.0,RAHIMIAN M,20211
3974,,ECEN-215-510,9,3,8,1,0,21.0,2.952,0.0,0.0,0.0,11.0,0.0,32.0,HARRIS H,20211
3975,,ECEN-215-511,4,5,8,3,0,20.0,2.5,0.0,0.0,0.0,12.0,0.0,32.0,HARRIS H,20211
3976,,ECEN-215-512,4,13,8,0,0,25.0,2.84,0.0,0.0,0.0,7.0,0.0,32.0,HARRIS H,20211
3977,,ECEN-215-513,13,7,3,2,0,25.0,3.24,1.0,0.0,0.0,4.0,0.0,30.0,JANG W,20211
3978,,ECEN-215-514,13,7,7,0,0,27.0,3.222,0.0,0.0,0.0,4.0,0.0,31.0,JANG W,20211
3979,,ECEN-215-515,12,9,7,0,0.1,28,3.178,0.2,0.3,0.4,4,0.5,32,JANG W,20211
3980,,ECEN-215-516,13,9,5,1,1,29.0,3.103,0.0,0.0,0.0,3.0,0.0,32.0,JANG W,20211
3981,,ECEN-215-517,13,8,5,1,1,28.0,3.1069999999999998,1.0,0.0,0.0,3.0,0.0,32.0,JANG W,20211
3982,,ECEN-215-518,6,7,11,2,0,26.0,2.653,0.0,0.0,0.0,6.0,0.0,32.0,JANG W,20211
3983,,ECEN-215-519,16,11,2,0,2,31.0,3.258,0.0,0.0,0.0,1.0,0.0,32.0,BRAGA NETO U,20211
3984,,ECEN-215-520,16,8,5,1,1,31.0,3.193,0.0,0.0,0.0,1.0,0.0,32.0,BRAGA NETO U,20211
3985,,ECEN-215-521,15,11,3,0,1,30.0,3.3,0.0,0.0,0.0,0.0,0.0,30.0,BRAGA NETO U,20211
3986,,ECEN-215-522,12,8,8,1,0,29.0,3.068,0.0,0.0,0.0,2.0,0.0,31.0,JANG W,20211
3987,,ECEN-215-523,15,7,4,2,0,28.0,3.25,2.0,0.0,0.0,2.0,0.0,32.0,JANG W,20211
3988,,ECEN-215-524,8,7,5,5,0,25.0,2.72,0.0,0.0,0.0,5.0,0.0,30.0,JANG W,20211
3989,,ECEN-248-200,6,1,0,0,0,7.0,3.8569999999999998,0.0,0.0,0.0,3.0,0.0,10.0,VILLAREAL S,20211
3990,,ECEN-248-501,3,1,1,0,0,5.0,3.4,0.0,0.0,0.0,1.0,0.0,6.0,VILLAREAL S,20211
3991,,ECEN-248-502,7,3,2,0,0.1,12,3.416,0.2,0.3,0.4,2.1,0.5,14,VILLAREAL S,20211
3992,,ECEN-248-503,8,2,1,0,0,11.0,3.636,0.0,0.0,0.0,4.0,0.0,15.0,VILLAREAL S,20211
3993,,ECEN-248-504,8,2,1,0,0,11.0,3.636,0.0,0.0,0.0,3.0,0.0,14.0,VILLAREAL S,20211
3994,,ECEN-248-505,7,3,4,0,0,14.0,3.214,0.0,0.0,0.0,1.0,0.0,15.0,VILLAREAL S,20211
3995,,ECEN-248-506,8,1,0,0,0,9.0,3.888,0.0,0.0,0.0,5.0,0.0,14.0,VILLAREAL S,20211
3996,,ECEN-248-507,6,5,2,0,0,13.0,3.307,0.0,0.0,0.0,1.0,0.0,14.0,VILLAREAL S,20211
3997,,ECEN-248-508,8,4,1,0,0,13.0,3.5380000000000003,0.0,0.0,0.0,1.0,0.0,14.0,VILLAREAL S,20211
3998,,ECEN-248-509,10,4,1,0,0,15.0,3.6,0.0,0.0,0.0,1.0,0.0,16.0,VILLAREAL S,20211
3999,,ECEN-248-510,10,3,1,0,0,14.0,3.642,0.0,0.0,0.0,2.0,0.0,16.0,VILLAREAL S,20211
4000,,ECEN-248-511,7,4,1,0,0,12.0,3.5,0.0,0.0,0.0,3.0,0.0,15.0,VILLAREAL S,20211
4001,,ECEN-248-515,7,7,1,0,0,15.0,3.4,0.0,0.0,0.0,0.0,0.0,15.0,VILLAREAL S,20211
4002,,ECEN-303-200,8,0,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,HEIDARZADEH A,20211
4003,,ECEN-303-501,35,33,10,0,0.1,78,3.320,0.2,0.3,0.4,7,0.5,85,HEIDARZADEH A,20211
4004,,ECEN-303-502,49,25,12,0,2,88.0,3.352,0.0,0.0,0.0,7.0,0.0,95.0,KAZEMIKORDASIABI F,20211
4005,,ECEN-314-200,7,2,1,0,0,10.0,3.6,0.0,0.0,0.0,0.0,0.0,10.0,MILLER S,20211
4006,,ECEN-314-501,12,29,21,6,3,71.0,2.577,1.0,0.0,0.0,13.0,0.0,85.0,MILLER S,20211
4007,,ECEN-314-502,47,38,6,1,0,92.0,3.423,0.0,0.0,0.0,5.0,0.0,97.0,LIU T,20211
4008,,ECEN-325-200,10,5,1,0,0,16.0,3.562,0.0,0.0,0.0,0.0,0.0,16.0,PALERMO S,20211
4009,,ECEN-325-502,11,3,1,0,0,15.0,3.6660000000000004,0.0,0.0,0.0,1.0,0.0,16.0,PALERMO S,20211
4010,,ECEN-325-503,8,5,3,0,0,16.0,3.312,0.0,0.0,0.0,0.0,0.0,16.0,PALERMO S,20211
4011,,ECEN-325-504,10,3,2,0,0,15.0,3.533,0.0,0.0,0.0,1.0,0.0,16.0,PALERMO S,20211
4012,,ECEN-325-505,9,5,0,0,0,14.0,3.642,0.0,0.0,0.0,1.0,0.0,15.0,PALERMO S,20211
4013,,ECEN-325-506,8,7,0,0,1,16.0,3.312,0.0,0.0,0.0,0.0,0.0,16.0,PALERMO S,20211
4014,,ECEN-325-507,6,6.1,2,0,1,15,3.066,0.1,0.2,0.3,1.1,0.4,16,MOREIRA-TAMAYO O,20211
4015,,ECEN-325-508,0,9,4,0,0,13.0,2.6919999999999997,0.0,0.0,0.0,4.0,0.0,17.0,MOREIRA-TAMAYO O,20211
4016,,ECEN-325-509,3,5,5,0,0,13.0,2.846,0.0,0.0,0.0,2.0,0.0,15.0,MOREIRA-TAMAYO O,20211
